업체명,카테고리명,필지고유번호,시도명,시군구명,읍면동명,리명,번지,법정동코드,행정동코드,도로명코드,도로명,도로명상세,경도,위도,폐업여부,전화번호,홈페이지주소,주차가능여부,화장실유무,화장실타입,수유실유무,물품보관함유무,유아거치대유무,휠체어이동가능여부,점자유도로유무,등록일자
대림헬스사우나,레저/체육/공원,2641010900109629952,부산광역시,금정구,부곡동,,963-3,2641010900,2641059100,264103135018.0,동현로,108,129.094983008001,35.2190594729934,N,,http://naver.me/GrS6VBve,Y,Y,"구분,내부",N,N,N,Y,N,2021-10-19
칠성탕,레저/체육/공원,2641010900103139840,부산광역시,금정구,부곡동,,314-10,2641010900,2641057000,264104205156.0,동현로43번길,39,129.093577378983,35.2244706885073,N,051-581-6900,http://naver.me/5SWJWjm0,N,Y,"구분,내부",N,Y,N,N,N,2021-11-02
베스파레포츠,레저/체육/공원,2641010900103249920,부산광역시,금정구,부곡동,,325-6,2641010900,2641057000,264103006035.0,부곡로,87,129.091043744928,35.2238262047793,N,051-583-7781,http://naver.me/FYuYPRK0,Y,Y,"공용,내부",N,Y,N,N,N,2021-10-05
스타키즈수영장,레저/체육/공원,2641010900102940160,부산광역시,금정구,부곡동,,294-1,2641010900,2641058000,264103006035.0,부곡로,140,129.092313704404,35.228253995833,N,051-514-9007,http://starkids9007.modoo.at/,N,Y,"구분,내부",N,Y,N,N,N,2021-09-16
베스파레포츠,레저/체육/공원,2641010900103249920,부산광역시,금정구,부곡동,,325-6,2641010900,2641057000,264103006035.0,부곡로,87,129.090889811667,35.2238824140714,N,051-583-7781,http://naver.me/FYuYPRK0,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-05
금강탕,레저/체육/공원,2641010900103450112,부산광역시,금정구,부곡동,,345,2641010900,2641058000,264104205196.0,부곡로168번길,23-2,129.09359848946,35.230797516682,N,051-582-4988,http://naver.me/GHED8ZwH,N,Y,"구분,내부",N,Y,N,N,N,2021-10-05
금강탕,레저/체육/공원,2641010900103450112,부산광역시,금정구,부곡동,,345,2641010900,2641058000,264104205196.0,부곡로168번길,23-2,129.093598692755,35.2308022924433,N,051-582-4988,http://naver.me/GHED8ZwH,N,Y,"구분,내부",N,Y,N,N,N,2021-10-05
천지연사우나,레저/체육/공원,2641010900102249984,부산광역시,금정구,부곡동,,225-36,2641010900,2641059000,264103135025.0,부곡온천천로,126,129.088923630355,35.2372748981248,N,051-582-9850,http://naver.me/Gfaby3JR,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-05
천지연사우나,레저/체육/공원,2641010900102249984,부산광역시,금정구,부곡동,,225-36,2641010900,2641059000,264103135025.0,부곡온천천로,126,129.088945743595,35.237281820495,N,051-582-9850,http://naver.me/Gfaby3JR,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-05
동양탕,레저/체육/공원,2641010900103379968,부산광역시,금정구,부곡동,,338-27,2641010900,2641059100,264103135033.0,서동로,9,129.091204580458,35.221737532276,N,051-583-8113,http://naver.me/5izkQRAj,N,Y,"구분,내부",N,Y,N,N,N,2021-09-30
와우스쿠버,레저/체육/공원,2641010900102680064,부산광역시,금정구,부곡동,,268-2,2641010900,2641058000,264102000010.0,중앙대로,1617-12,129.089929839537,35.2299184829863,N,,http://naver.me/FZJ3Mgcm,Y,N,,N,N,N,N,N,2021-09-07
카미엘르메디스파,레저/체육/공원,2641010900102669824,부산광역시,금정구,부곡동,,267-73,2641010900,2641058000,264104205386.0,중앙대로1629번길,26,129.089741514596,35.2302738404483,N,,http://naver.me/FS6JbyXm,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-03
금정탕,레저/체육/공원,2641010900102349824,부산광역시,금정구,부곡동,,235-13,2641010900,2641059000,264104205389.0,중앙대로1685번길,19,129.090605848673,35.2347991154401,N,,http://naver.me/5Rc5It5a,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-03
평화탕,레저/체육/공원,2641011000101179904,부산광역시,금정구,서동,,118-6,2641011000,2641053000,264103135010.0,금사로,48,129.109280188443,35.2174939421801,N,051-524-0428,http://naver.me/xQOqwKY5,N,Y,"공용,내부",N,N,N,N,N,2021-11-04
평화탕,레저/체육/공원,2641011000101179904,부산광역시,금정구,서동,,118-6,2641011000,2641053000,264103135010.0,금사로,48,129.109285064673,35.2173847847582,N,051-521-0428,http://naver.me/xQOqwKY5,N,Y,"구분,내부",N,Y,N,N,N,2021-10-19
칠광탕,레저/체육/공원,2641011000101349888,부산광역시,금정구,서동,,135-2,2641011000,2641053000,264104205218.0,서곡로20번길,9,129.105391357595,35.2171939639235,N,051-527-5444,http://naver.me/FRD8ORA3,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-01
부천탕,레저/체육/공원,2641011000100369920,부산광역시,금정구,서동,,37-35,2641011000,2641053000,264103135032.0,서금로,42,129.105978918365,35.2190346133103,N,051-525-0455,http://naver.me/GXE3QKcs,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-01
라이프타운볼링장,레저/체육/공원,2641011000102069760,부산광역시,금정구,서동,,207-1,2641011000,2641053000,264104205243.0,서동로175번길,46,129.108338298582,35.2152541949236,N,051-521-1777,http://naver.me/5B1Tgta0,Y,Y,"구분,내부",N,N,N,N,N,2021-09-30
라이프타운볼링장,레저/체육/공원,2641011000102069760,부산광역시,금정구,서동,,207-1,2641011000,2641053000,264104205243.0,서동로175번길,46,129.108337526624,35.2152596147336,N,051-521-1777,http://naver.me/5B1Tgta0,Y,Y,"구분,내부",N,N,N,N,N,2021-09-30
은하탕,레저/체육/공원,2641011000102819840,부산광역시,금정구,서동,,282-50,2641011000,2641052000,264103130027.0,서동중심로,13,129.104100170326,35.2110935048018,N,051-525-7644,http://naver.me/xL10hsZo,Y,Y,"구분,내부",N,Y,N,N,N,2021-09-23
명곡탕,레저/체육/공원,2641011000102969856,부산광역시,금정구,서동,,297-17,2641011000,2641052000,264103135034.0,서명로,25,129.100697092744,35.2132825440646,N,051-523-6822,http://naver.me/56IAzcls,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-17
명곡탕,레저/체육/공원,2641011000102969856,부산광역시,금정구,서동,,297-17,2641011000,2641052000,264103135034.0,서명로,25,129.100708561068,35.2132847365478,N,051-523-6822,http://naver.me/56IAzcls,Y,Y,"구분,내부",N,Y,N,Y,N,2021-09-17
평화탕,레저/체육/공원,2641011000103000064,부산광역시,금정구,서동,,300-3,2641011000,2641052000,264104205278.0,서명로11번길,6,129.101855081854,35.2137283900268,N,051-524-2655,http://naver.me/x6PLvm2D,N,Y,"구분,내부",N,Y,N,N,N,2021-09-17
평화탕,레저/체육/공원,2641011000103000064,부산광역시,금정구,서동,,300-3,2641011000,2641052000,264104205278.0,서명로11번길,6,129.101856654926,35.2137245825174,N,,http://naver.me/x6PLvm2D,N,Y,"구분,내부",N,N,N,N,N,2021-09-17
동래베네스트CC,레저/체육/공원,2641010500108340224,부산광역시,금정구,선동,,834-1,2641010500,2641063500,264103135054.0,하정로,66,129.096445606663,35.2644053241703,N,051-580-0327,http://www.golfsamsung.com/,Y,Y,"구분,내부",N,Y,N,Y,N,2021-08-24
금강식물원,문화관광/명소,2626010800200010240,부산광역시,금정구,온천동,,산1-7,2626010800,2626055000,262603006023.0,금샘로7번길,43,129.076238793479,35.2261401323179,N,051-582-3284,http://geumgangpark.bisco.or.kr/facil/facil02/facil02_3/index.asp,Y,Y,"구분,외부",N,N,N,N,N,2021-10-28
부산대학교젊음의거리,문화관광/명소,2641010800104260096,부산광역시,금정구,장전동,,426,2641010800,2641061000,,,,129.085877249794,35.2312022422068,N,051-512-0311,http://www.pusan.ac.kr/kor/Main.do,N,N,,N,N,N,N,N,2021-11-04
백록담랜드,레저/체육/공원,2641010800105950208,부산광역시,금정구,장전동,,595-4,2641010800,2641061000,264103130022.0,금강로,173-3,129.081524230135,35.2240740065796,N,051-513-8386,http://naver.me/xaPEqAOi,N,Y,"구분,내부",N,Y,N,N,N,2021-10-28
부산레포츠,레저/체육/공원,2641010800101470208,부산광역시,금정구,장전동,,147-2,2641010800,2641060000,264104205031.0,금강로335번길,43,129.0839625839,35.2376640611549,N,051-582-8787,https://0515828787.modoo.at/?link=bycdy2u7,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-01
부산대학교젊음의거리,문화관광/명소,2641010800104139776,부산광역시,금정구,장전동,,414-23,2641010800,2641061000,264103135026.0,부산대학로,29,129.087982273072,35.2310555380372,N,,http://naver.me/5B1VsXbO,N,N,,N,N,N,N,N,2021-10-19
오션락볼링센터,레저/체육/공원,2641010800104200192,부산광역시,금정구,장전동,,420-1,2641010800,2641061000,264103135026.0,부산대학로,49,129.085662848565,35.231150415103,N,051-582-0562,http://naver.me/5uxdB8ua,N,Y,"구분,내부",N,N,N,N,N,2021-10-05
오션락볼링센터,레저/체육/공원,2641010800104200192,부산광역시,금정구,장전동,,420-1,2641010800,2641061000,264103135026.0,부산대학로,49,129.08576385421,35.2312250057546,N,051-582-0562,http://naver.me/5uxdB8ua,N,Y,"구분,내부",N,Y,N,Y,N,2021-10-18
NC백화점 부산대점,주요건물기타,2641010800100400128,부산광역시,금정구,장전동,,40,2641010800,2641061000,264104205206.0,부산대학로63번길,2,129.083824537682,35.2322427862127,N,051-509-7000,https://www.elandretail.com/store01.do?branchID=00110038&lang=000600KO,Y,Y,"구분,내부",Y,Y,Y,Y,N,2021-09-16
옥천사우나,레저/체육/공원,2641010800101069824,부산광역시,금정구,장전동,,107-3,2641010800,2641060000,264104205306.0,수림로62번길,30,129.085937645306,35.2413201135639,N,051-782-9889,http://naver.me/xTe3E7cP,Y,Y,"구분,내부",N,N,N,N,N,2021-09-14
크라운스트라이크,레저/체육/공원,2641010800102920192,부산광역시,금정구,장전동,,292-4,2641010800,2641061000,264104205358.0,장전로12번길,55,129.088072306926,35.2301274288495,N,051-518-7544,https://m.place.naver.com/share?id=34724528&tabsPath=%2Fhome&appMode=detail,N,Y,"구분,내부",N,Y,N,Y,N,2021-09-03
테라스락볼링장,레저/체육/공원,2641010800106429952,부산광역시,금정구,장전동,,643-117,2641010800,2641061000,264103135048.0,장전온천천로,51,129.088878510497,35.2296205197975,N,051-624-2392,http://naver.me/xKQWNNNd,Y,Y,"구분,외부",N,N,N,Y,N,2021-08-30
웨이브락클라이밍,레저/체육/공원,2641010800106429952,부산광역시,금정구,장전동,,643-117,2641010800,2641061000,264103135048.0,장전온천천로,51,129.088968625716,35.2296606295874,N,051-513-0231,http://waverock.co.kr,Y,Y,"구분,외부",N,N,N,Y,N,2021-08-31
대영탕,레저/체육/공원,2641010800104130048,부산광역시,금정구,장전동,,413-38,2641010800,2641061000,264104205368.0,장전온천천로73번길,17,129.087763894572,35.2315834009479,N,051-582-4424,http://naver.me/FzHuf2a8,N,Y,"구분,내부",N,Y,N,N,N,2021-09-07
금샘로먹거리타운,문화관광/명소,2641010300104609792,부산광역시,금정구,청룡동,,461-2,2641010300,2641066500,,,,129.077205152595,35.2792716599145,N,,http://naver.me/GsT6GIWB,N,N,,N,N,N,N,N,2021-10-29
범어사,종교,2641010300105460224,부산광역시,금정구,청룡동,,546,2641010300,2641066500,264103135023.0,범어사로,250,129.068551872309,35.2838014378809,N,051-508-3122,http://www.beomeo.kr/,Y,Y,"구분,외부",N,N,N,N,N,2021-10-29
범어사템플스테이,종교,2641010300105460224,부산광역시,금정구,청룡동,,546,2641010300,2641066500,264103135023.0,범어사로,250,129.068098887977,35.2839567954743,N,051-508-3122,http://www.beomeo.kr/,N,Y,"공용,외부",N,N,N,N,N,2021-11-19
부산범어사삼층석탑,문화관광/명소,2641010300105460224,부산광역시,금정구,청룡동,,546,2641010300,2641066500,264103135023.0,범어사로,250,129.06830780998,35.284823758618,N,051-508-3122,http://www.beomeo.kr/,Y,Y,"구분,외부",N,N,N,Y,N,2021-11-22
범어사조계문,문화관광/명소,2641010300105460224,부산광역시,금정구,청룡동,,546,2641010300,2641066500,264103135023.0,범어사로,250,129.067620787638,35.2830426366443,N,051-508-3122,http://www.beomeo.kr/,N,N,,N,N,N,Y,N,2021-11-22
청룡탕,레저/체육/공원,2641010300100310016,부산광역시,금정구,청룡동,,31-1,2641010300,2641066500,264103135050.0,청룡로,31,129.089116357307,35.275428436581,N,051-508-3815,http://naver.me/xivRLv0s,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-30
조약돌사우나,레저/체육/공원,2641010300100329984,부산광역시,금정구,청룡동,,33-4,2641010300,2641066500,264103135051.0,청룡예전로,17,129.090759354324,35.2744510671431,N,051-508-7204,http://naver.me/GfardllM,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-26
조약돌사우나,레저/체육/공원,2641010300100329984,부산광역시,금정구,청룡동,,33-4,2641010300,2641066500,264103135051.0,청룡예전로,17,129.090944242755,35.2745561946366,N,051-508-7204,http://naver.me/GfardllM,Y,Y,"구분,내부",N,Y,N,N,N,2021-08-26
금송사우나,레저/체육/공원,2641011200102080000,부산광역시,금정구,회동동,,208-12,2641011200,2641055500,264103135010.0,금사로,153-4,129.11576522184,35.2255179787744,N,051-522-5353,http://naver.me/GgeYVMfy,N,Y,"구분,내부",N,Y,N,N,N,2021-10-25
회동수원지둘레길,문화관광/명소,2641011200105169920,부산광역시,금정구,회동동,,517-1,2641011200,2641055500,264104199030.0,반송로513번길,200,129.124486334222,35.2310145172613,N,051-519-4081,https://www.geumjeong.go.kr/tour/index.geumj?menuCd=DOM_000000412001003000,N,N,,N,N,N,N,N,2021-11-22
기장남산봉수대,문화관광/명소,2671025024200520192,부산광역시,기장군,기장읍,죽성리,산52,2671025024,2671025000,,,,129.234127172372,35.2357548998594,N,,http://naver.me/FpXEDOB4,N,N,,N,N,N,N,N,2021-10-21
닭볏등대,문화관광/명소,2671025029102969856,부산광역시,기장군,기장읍,연화리,297-7,2671025029,2671025000,,,,129.224745908371,35.2145319842253,N,,http://naver.me/GsTUVJxy,N,N,,N,N,N,N,N,2021-10-21
오시리아해안산책로,문화관광/명소,2671025033100619776,부산광역시,기장군,기장읍,시랑리,62-1,2671025033,2671025000,,,,129.229680197492,35.1993448722772,N,,http://naver.me/GpJd8891,N,N,,N,N,N,N,N,2021-10-22
매화원,문화관광/명소,2671025027108060160,부산광역시,기장군,기장읍,청강리,806-17,2671025027,2671025000,,,,129.209774084516,35.2231708035378,N,051-722-6934,http://naver.me/xyUTcr1e,Y,Y,"구분,외부",N,N,N,N,N,2021-10-21
황학대,문화관광/명소,2671025024100299776,부산광역시,기장군,기장읍,죽성리,30-34,2671025024,2671025000,,,,129.246863947564,35.242373661725,N,,http://naver.me/5CzysQok,N,N,,N,N,N,N,N,2021-11-07
젖병등대,문화관광/명소,2671025029102969856,부산광역시,기장군,기장읍,연화리,297-5,2671025029,2671025000,,,,129.223617287638,35.2138073280848,N,,http://naver.me/xQOeCtZU,N,N,,N,N,N,N,N,2021-11-07
월드컵기념등대,문화관광/명소,2671025028102450176,부산광역시,기장군,기장읍,연화리,245-9,2671025029,2671025000,,,,129.233426847301,35.2155024801434,N,,http://naver.me/xH2wvtql,N,N,,N,N,N,N,N,2021-11-07
기장죽성리왜성,문화관광/명소,2671025024105970176,부산광역시,기장군,기장읍,죽성리,597,2671025024,2671025000,,,,129.241194152973,35.2420815070591,N,051-709-4065,http://naver.me/xzca69t2,N,N,,N,N,N,N,N,2021-11-07
월드컵기념등대,레저/체육/공원,2671025028102450176,부산광역시,기장군,기장읍,대변리,245-9,2671025028,2671025000,,,,129.235311352201,35.2187889339426,N,,http://naver.me/xH2wvtql,N,N,,N,N,N,N,N,2021-11-04
에스파크승마클럽,레저/체육/공원,2671025027107670016,부산광역시,기장군,기장읍,청강리,767-4,2671025027,2671025000,267102006018.0,기장대로,231-24,129.210313527901,35.2181387903429,N,051-724-0007,http://s-parkridingclub.com/,Y,Y,"구분,내부",N,N,N,N,N,2021-11-07
기장볼링센타,레저/체육/공원,2671025027101369856,부산광역시,기장군,기장읍,청강리,137-1,2671025027,2671025000,267102006018.0,기장대로,516,129.220812788654,35.2414396050248,N,,http://naver.me/xZDUSpQ1,Y,Y,"구분,내부",N,N,N,N,N,2021-11-07
약수목욕탕,레저/체육/공원,2671025027101349888,부산광역시,기장군,기장읍,청강리,135-3,2671025027,2671025000,267102006018.0,기장대로,504-3,129.221159548343,35.2399649315203,N,051-721-3779,http://naver.me/GXEriT6m,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-18
기장자이안트,레저/체육/공원,2671025027101369856,부산광역시,기장군,기장읍,청강리,137-1,2671025027,2671025000,267102006018.0,기장대로,516,129.220634648219,35.2411170318317,N,051-721-1955,http://naver.me/GWFd11vV,Y,Y,"구분,외부",N,N,N,N,N,2021-10-18
현대탕,레저/체육/공원,2671025027100179968,부산광역시,기장군,기장읍,청강리,18-2,2671025027,2671025000,267102006018.0,기장대로,563,129.220090217519,35.2438268715343,N,,http://naver.me/xivNHITy,N,Y,"구분,내부",N,N,N,N,N,2021-10-18
기장척화비,문화관광/명소,2671025028104439808,부산광역시,기장군,기장읍,대변리,444-5,2671025028,2671025000,,기장해안로,577,129.226863339752,35.225306685222,N,,http://naver.me/5Gy1eOIO,N,N,,N,N,N,N,N,2021-11-22
향토음식체험관,문화관광/명소,2671025032105240064,부산광역시,기장군,기장읍,당사리,524,2671025032,2671025000,267103140057.0,기장해안로,147,129.212986079581,35.1913766178026,N,051-901-2500,http://naver.me/GvkQNm8c,Y,Y,"구분,외부",N,N,N,N,N,2021-10-24
동해탕,레저/체육/공원,2671025028104430080,부산광역시,기장군,기장읍,대변리,443-7,2671025028,2671025000,267103140057.0,기장해안로,585-1,129.228160803567,35.2251367108039,N,051-721-3782,http://naver.me/FfMg6AzS,Y,Y,"구분,내부",N,Y,N,N,N,2021-11-04
대원낚시터,레저/체육/공원,2671025034107010048,부산광역시,기장군,기장읍,내리,701-26,2671025034,2671025000,,내리길,57,129.204004807543,35.2104578099159,N,051-721-5862,http://naver.me/5Z0J5JgJ,Y,Y,"구분,외부",N,N,N,N,N,2021-11-07
해운대비치골프앤리조트,레저/체육/공원,2671025028105039872,부산광역시,기장군,기장읍,연화리,504-3,2671025029,2671025000,267103140011.0,대변로,74,129.220149094201,35.2248582169348,N,051-726-0707,http://www.haeundaebeachcc.com/,Y,Y,"구분,내부",N,Y,N,N,N,2021-10-21
대변항해수탕,레저/체육/공원,2671025028104229888,부산광역시,기장군,기장읍,대변리,423,2671025028,2671025000,267103140011.0,대변로,146,129.227869438293,35.2261271009392,N,,http://naver.me/FMALR8uH,Y,Y,"구분,내부",N,N,N,N,N,2021-11-07
