keyword,isinTrue,cluster
대저수문 생태공원,틀리다 발다 귀찮다 그럴싸하다 나쁘다 낡다  어떠다 능하다 드높다 너르다 겹다 설다 저렇다 찐하다 해맑다 뜬금없다 야물딱지다 손쉽다 차갑다 이쁘다 못지않다 가느다랗다 조그맣다 알차다 유별나다 번거롭다 존다 젊다 따갑다 무르다 용하다 친하다 누리다 곧다 무덥다 름없다 느리다 여깄다 곱다 낮다 없다다 사이좋다 얄궂다 아름답다 특출나다 맛없다 틀림없다 고르다 재미나다 수줍다 뒤늦다 터무니없다 거세다 지겹다 뿌옇다 놀랍다 부러우다 찰지다 비리다 억세다 아쉬우다 앙증맞다 싶다 당당다 구지다 느껍다 때늦다 고리다 경이롭다 어리다 덜하다 두려우다 추우다 안녕하다 세차다 비좁다 대차다 사납다 당차다 지나치다 넒다 둥글다 맛나다 붉다 심심찮다 멀다 부끄럽다 외지다 푸르다 서럽다 정겹다 힘차다 까슬하다 새빨갛다 부끄러우다 어이없다 매섭다 칩다 어려우다 묘하다 쩔다 지대다 똑같다 진하다 어렵다 옴팡지다 어떻다 잦다 마땅찮다 상관없다 격하다 맑다 좁다 질기다 귀여우다 빨갛다 갈데없다 무섭다 부시다 힘드다 끈질기다 고맙다 배고프다 어딨다 무지하다 박하다 새롭다 급하다 아까우다 하얗다 활기차다 부옇다 아깝다 과하다 배다 오래다 이렇다 희다 아프다 오지다 흐드러지다 지겨우다 빡세다 빡시다 덥다 굳세다 아름다우다 싱그럽다 환하다 어지럽다 어둡다 갑작스럽다 예뿌다 짙다 시답다 밉다 촌스럽다 하찮다 기쁘다 슬프다 밤늦다 뜻깊다 조다 시커멓다 갓다 맵다 춥다 인상깊다 우연찮다 굵다 시끄럽다 드물다 앙하다 파랗다 가깝다 궂다 퍼렇다 반갑다 뜨거우다 드럽다 멋들어지다 가볍다 씨다 수많다 멋지다 굳다 노오랗다 기름지다 빠르다 생뚱맞다 얕다 변함없다 개구지다 험하다 정신없다 거칠다 더럽다 넓디넓다 배부르다 저리다 약하다 어마다 더우다 싫다 습하다 길다랗다 시리다 짠하다 동그랗다 심하다 흥겹다 짝다 예뻤다 두껍다 햐얗다 밝다 밭다 쨍하다 귀하다 부드럽다 죠다 까맣다 재미없다 서툴다 고프다 낯간지럽다 무거우다 쓰리다 낯설다 옳다 머지않다 노랗다 푸르르다 시다 샛노랗다 괴롭다 비싸다 뜨다 잘다 고되다 남다르다 수집다 적다 만만찮다 즐겁다 흐리다 힘겹다 겉다 찹다 적잖다 바르다 쎄다 귀엽다 후하다 구찮다 차다 커다랗다 낫다 시덥잖다 가렵다 글다 볼품없다 재미있다 까다롭다 가늘다 가파르다 옅다 누렇다 궁하다 엄청나다 휑하다 눈부시다 흉하다 쓸모있다 이채롭다 쉬우다 아무렇다 능글맞다 외롭다 재빠르다 걸맞다 뛰어나다 간지럽다 빼어나다 강하다 알맞다 멀겋다 착하다 쫀쫀하다 뜨겁다 쑥스럽다 비다 웁다 개르다 손색없다 구리다 깊다 특별나다 흔하다 바쁘다 모자라다 엷다 섭하다 색다르다 야무지다 어설프다 매끄럽다 벌겋다 실하다 쓸모없다 검다 의좋다 거하다 나다 순하다 묽다  습지다 무겁다 얇다 문제없다 끊임없다 케케묵다 형편없다 버얼겋다 멋있다 얄밉다 안타깝다 가벼웁다 부럽다 허벌나다 아낌없다 싸다 그립다 드넓다 세다 높다랗다 가까우다,0
대저캠핑장,귀엽다 갑작스럽다 나쁘다 차다  촌스럽다 재미있다 맛나다 약허다 갓다 맵다 저렇다 부끄럽다 멀다 인상깊다 엄청나다 푸르다 읎다 드물다 파랗다 가깝다 반갑다 이쁘다 뛰어나다 실허다 못지않다 강하다 알맞다 멋지다 수많다 굳다 노오랗다 빠르다 젊다 똑같다 어렵다 뜨겁다 정신없다 반가다 곧다 손색없다 배부르다 저리다 맑다 좁다 질기다 곱다 낮다 바쁘다 싫다 어설프다 매끄럽다 벌겋다 심하다 배고프다 아름답다 무지하다 밝다 밭다 박하다 새롭다 급하다 부드럽다 나다 죠다  습지다 재미없다 얇다 고프다 희다 낯설다 노랗다 멋있다 비싸다 부럽다 싸다 세다 적다 덥다 어리다 가까우다,2
대저토마토축제,덜하다 달큰하다 어둡다 귀엽다 예뿌다 짙다 나쁘다 잽싸다  볼품없다 재미있다 조다 붉다 맛나다 옅다 멀다 부끄럽다 엄청나다 굵다 드물다 가깝다 반갑다 이쁘다 뛰어나다 어이없다 매섭다 강하다 알맞다 멋지다 수많다 알차다 빠르다 따갑다 얕다 똑같다 진하다 어렵다 어떻다 깊다 맑다 좁다 질기다 곱다 낮다 바쁘다 싫다 빨갛다 야무지다 무섭다 고맙다 매끄럽다 심하다 아름답다 밝다 급하다 귀하다 부드럽다 나다  습지다 무겁다 서툴다 검붉다 고프다 뒤늦다 이렇다 노랗다 아프다 멋있다 샛노랗다 비싸다 그립다 드넓다 적다 즐겁다 흐리다 덥다,2
대정양곱창,겉다 찹다 쎄다 귀엽다 짙다 나쁘다 낫다 세차다  민하다 지나치다 기쁘다 재미있다 가파르다 맛나다 갓다 맵다 저렇다 춥다 시끄럽다 야물딱지다 파랗다 가깝다 반갑다 재빠르다 이쁘다 가볍다 강하다 알맞다 멋지다 수많다 굳다 알차다 기름지다 빠르다 부드러우다 젊다 따갑다 똑같다 진하다 어렵다 험하다 어떻다 정신없다 보드랍다 깊다 상관없다 배부르다 약하다 이릏다 맑다 질기다 좁다 흔하다 바쁘다 낮다 싫다 섭하다 빨갛다 야무지다 드세다 고맙다 심하다 아름답다 실하다 무지하다 밝다 맛없다 새롭다 급하다 귀하다 나다  무겁다 고르다 얇다 고프다 이렇다 아프다 멋있다 비싸다 부럽다 잘다 놀랍다 싸다 비리다 세다 적다 즐겁다 덥다,1
대천공원,틀리다 귀찮다 겉다 어둡다 쎄다 후하다 귀엽다 갑작스럽다 즐거다 예뿌다 짙다 나쁘다 차다 독하다 낫다 잽싸다  어떠다 드높다 헐벗다 촌스럽다 지나치다 기쁘다 재미있다 슬프다 번거로우다 가늘다 도드라지다 가파르다 둥글다 싱겁다 조다 설다 붉다 옅다 맛나다 갓다 맵다 저렇다 멀다 부끄럽다 춥다 구다 엄청나다 우연찮다 푸르다 찐하다 장하다 굵다 해맑다 시끄럽다 야물딱지다 힘차다 파랗다 가깝다 아무렇다 멋쩍다 외롭다 궂다 퍼렇다 반갑다 차갑다 이쁘다 걸맞다 어이없다 간지럽다 가볍다 멋들어지다 씨다 조그맣다 수많다 멋지다 굳다 알차다 빠르다 이다 존다 쩔다 젊다 새까맣다 얕다 착하다 변함없다 똑같다 어렵다 험하다 뜨겁다 친하다 어떻다 정신없다 잦다 거칠다 구리다 더럽다 깊다 상관없다 배부르다 저리다 맑다 느리다 흔하다 곱다 낮다 바쁘다 힘겹다 더우다 싫다 귀여우다 섭하다 습하다 색다르다 고마우다 야무지다 무섭다 속상하다 힘드다 머다 드세다 고맙다 배고프다 심하다 추다 짝다 아름답다 두껍다 예뻤다 무지하다 미끄럽다 밝다 올곧다 밭다 맛없다 새롭다 검다 많고많다 쨍하다 급하다 거하다 옥다 쏜살같다 귀하다 나다 부드럽다 죠다 틀림없다 묽다  무겁다 아깝다 고르다 재미없다 얇다 검붉다 과하다 문제없다 고프다 수줍다 뒤늦다 정답다 이렇다 희다 낯설다 아프다 노랗다 재수없다 멋있다 칠칠맞다 시다 지겹다 오지다 동글다 벅차다 비싸다 부럽다 뜨다 잘다 뻔하다 놀랍다 싸다 흐드러지다 비리다 드넓다 아푸다 그립다 세다 아쉬우다 적다 낯익다 빡세다 싶다 쓸데없다 몽글다 즐겁다 흐리다 덥다 어리다,0
더무빙카라반,틀리다 환하다 귀찮다 어둡다 찹다 바르다 귀엽다 나쁘다 낫다  비좁다 두렵다 하찮다 재미있다 맛나다 붉다 저렇다 멀다 외지다 춥다 엄청나다 굵다 눈부시다 시끄럽다 정겹다 가깝다 궂다 이쁘다 시렵다 어이없다 가볍다 까지다 수많다 멋지다 알차다 빠르다 젊다 값지다 똑같다 진하다 어렵다 옴팡지다 어떻다 값싸다 깊다 저리다 맑다 좁다 흔하다 낮다 바쁘다 습하다 싫다 귀여우다 색다르다 빨갛다 야무지다 무섭다 너그럽다 고맙다 아름답다 밝다 검다 새롭다 맛없다 쨍하다 급하다  고르다 얇다 놀라우다 과하다 고프다 뒤늦다 이렇다 옳다 아프다 노랗다 멋있다 지겹다 안타깝다 부럽다 잘다 뿌옇다 놀랍다 비리다 세다 철없다 적다 아쉬우다 앙증맞다 즐겁다 덥다,2
더베이101,졸리다 굵다  아깝다 더럽다 환하다 귀찮다 어둡다 상관없다 힘차다 부드럽다 고프다 파랗다 뒤늦다 맑다 가깝다 좁다 느리다 이렇다 귀엽다 언짢다 바쁘다 반갑다 습하다 싫다 나쁘다 엄청나다 낫다 이쁘다 멋있다 드럽다 야무지다 무섭다 어이없다 가까우다  어떻다 우습다 강하다 멋지다 비싸다 부럽다 알차다 아름답다 재미있다 빠르다 싸다 밤늦다 어떻하다 비리다 밝다 외다 남다르다 세다 아쉬우다 적다 시커멓다 맛나다 붉다 앙증맞다 급하다 멀다 즐겁다 흐리다 춥다 나다 덥다 죠다,2
동경밥상,싱그럽다 귀찮다 달큰하다 겉다 쎄다 귀엽다 예뿌다 나쁘다 차다 낫다 잽싸다  지나치다 기다랗다 맵다 저렇다 멀다 부끄럽다 춥다 엄청나다 굵다 즐거우다 시끄럽다 가깝다 아무렇다 궂다 차갑다 이쁘다 가볍다 강하다 멋지다 알차다 빠르다 부드러우다 착하다 똑같다 어렵다 맑디맑다 정신없다 구리다 깊다 배부르다 약하다 저리다 맑다 좁다 질기다 곱다 더우다 싫다 귀여우다 섭하다 야무지다 무섭다 고맙다 배고프다 심하다 얄궂다 밝다 검다 맛없다 새롭다 급하다 부드럽다 나다  무겁다 아깝다 얇다 과하다 고프다 뒤늦다 이렇다 낯설다 옳다 아프다 멋있다 시다 비싸다 잘다 싸다 비리다 그립다 세다 적다 앙증맞다 즐겁다 덥다 가까우다,1
동래 베네스트 골프클럽,곧다  시끄럽다 귀찮다 깊다 어둡다 드물다 부드럽다 찹다 쎄다 정신없다 가깝다 좁다 느리다 귀엽다 뒤늦다 바쁘다 반갑다 손쉽다 즐거다 싫다 낮다 나쁘다 이쁘다 멋있다 뛰어나다  가볍다 힘드다 알맞다 매끄럽다 수많다 멋지다 심하다 비싸다 어려우다 알차다 아낌없다 아름답다 재미있다 놀랍다 빠르다 젊다 아쉬우다 적다 검다 새롭다 착하다 어렵다 아까우다 멀다 즐겁다 흐리다 나다 힘겹다,2
동래온천 노천족탕,우연찮다 거칠다  싱그럽다 손색없다 어지럽다 귀찮다 깊다 어둡다 얇다 힘차다 배부르다 맑다 쎄다 좁다 이렇다 귀엽다 낮다 나다 싫다 섭하다 차갑다 나쁘다 짙다 이쁘다 안녕하다 멋있다 무섭다 낡다  못지않다 가볍다 약다 고맙다 알맞다 매끄럽다 멋지다 글다 굳다 수많다 비싸다 지나치다 두껍다 잘다 기쁘다 빠르다 아름답다 싸다 흐드러지다 도드라지다 그립다 밝다 젊다 싱겁다 적다 조다 맛없다 새롭다 똑같다 급하다 어렵다 저렇다 멀다 뜨겁다 즐겁다 춥다 어떻다,2
동래온천(허심청),덜하다 환하다 귀찮다 어둡다 귀엽다 예뿌다 짙다 나쁘다 낫다 낡다  지나치다 기쁘다 재미있다 슬프다 기다랗다 조다 설다 맛나다 갓다 맵다 저렇다 멀다 엄청나다 가깝다 우하다 반갑다 차갑다 이쁘다 가볍다 강하다 알맞다 멋지다 수많다 굳다 바뿌다 빠르다 젊다 멋적다 착하다 어렵다 용하다 뜨겁다 어떻다 정신없다 손색없다 깊다 배부르다 약하다 맑다 좁다 바쁘다 낮다 싫다 섭하다 색다르다 무섭다 매끄럽다 심하다 밝다 맛없다 새롭다 검다 급하다 부드럽다 순하다  무겁다 고르다 얇다 뒤늦다 이렇다 아프다 멋있다 비싸다 부럽다 드넓다 아쉬우다 적다 즐겁다 덥다 가까우다,2
동래온천길(온천천 산책코스),틀리다 더리다 귀찮다 그럴싸하다 나쁘다 낡다  어떠다 약다 힘없다 설다 저렇다 짙붉다 찐하다 해맑다 뜬금없다 어김없다 손쉽다 차갑다 이쁘다 거침없다 못지않다 알차다 젊다 따갑다 무르다 친하다 곧다 무덥다 름없다 찌뿌둥하다 느리다 곱다 낮다 없다다 지리다 속상하다 사이좋다 얄궂다 아름답다 맛없다 야하다 틀림없다 고르다 재미나다 스럽다 수줍다 뒤늦다 뽀얗다 거세다 지겹다 벅차다 놀랍다 부러우다 찰지다 깜다 비리다 아쉬우다 앙증맞다 싶다 쓸데없다 경이롭다 어리다 어림없다 덜하다 주옥같다 따시다 족하다 추우다 안녕하다 어두우다 세차다 비좁다 대차다 두드러지다 당차다 애처롭다 지나치다 둥글다 빨르다 짜다 맛나다 붉다 눅다 멀다 부끄럽다 구다 푸르다 장하다 정겹다 어이없다 매섭다 어려우다 기막히다 남부럽다 묘하다 쩔다 덩그러다 지대다 똑같다 진하다 어렵다 어떻다 잦다 이롭다 상관없다 맑다 질기다 좁다 언짢다 귀여우다 빨갛다 잘나다 보잘것없다 무섭다 버겁다 힘드다 고맙다 배고프다 어딨다 무지하다 새롭다 급하다 아까우다 하얗다 아퍼다 아깝다 의롭다 과하다 오래다 이렇다 희다 아프다 슴슴하다 그지없다 오지다 흐드러지다 아푸다 자리다 지겨우다 빡세다 시원찮다 덥다 굳세다 아름다우다 싱그럽다 악하다 환하다 어둡다 갑작스럽다 즐거다 예뿌다 짙다 잽싸다 얼큰하다 속절없다 하찮다 기쁘다 슬프다 밤늦다 뜻깊다 조다 허옇다 갓다 맵다 춥다 인상깊다 우연찮다 굵다 뻘겋다 후지다 시끄럽다 읎다 드물다 파랗다 가깝다 궂다 반갑다 뜨거우다 망하다 드럽다 가볍다 씨다 멋지다 수많다 굳다 파아랗다 기름지다 빠르다 부드러우다 서글프다 생뚱맞다 얕다 험하다 정신없다 거칠다 더럽다 선하다 배부르다 저리다 약하다 유하다 더우다 싫다 습하다 그만이다 시리다 시뻘겋다 짠하다 헛되다 드세다 동그랗다 심하다 흥겹다 두껍다 밝다 밭다 새하얗다 쨍하다 훤하다 귀하다 부드럽다 죠다 까맣다 재미없다 떫다 고프다 낯설다 옳다 노랗다 시다 괴롭다 비싸다 뜨다 잘다 여리다 남다르다 적다 가열차다 즐겁다 흐리다 힘겹다 호되다 달큰하다 겉다 찹다 적잖다 바르다 쎄다 연하다 귀엽다 어리석다 얄짤없다 차다 커다랗다 사나우다 낫다 따숩다 볼품없다 재미있다 까다롭다 가늘다 가파르다 싱겁다 기다랗다 엄청나다 눈부시다 흉하다 아무렇다 재빠르다 걸맞다 뛰어나다 간지럽다 빼어나다 강하다 알맞다 대수롭다 새까맣다 착하다 뜨겁다 쑥스럽다 웁다 손색없다 구리다 깊다 동그렇다 흔하다 바쁘다 섭하다 색다르다 삐뚤다 야무지다 추다 검다 의좋다 거하다 나다 순하다 묽다  습지다 무겁다 얇다 문제없다 형편없다 멋있다 얄밉다 안타깝다 부럽다 싸다 그립다 드넓다 세다 숱하다 똥그랗다 가까우다,0
동래읍성 역사축제,찐하다 웁다 가엾다  굵다 해맑다 빡시다 고르다 야물딱지다 깊다 맑다 가깝다 좁다 귀엽다 반갑다 싫다 나쁘다 아프다 색다르다 이쁘다 안녕하다 낫다 멋있다 걸맞다 야무지다 낡다 무섭다 폭넓다 가볍다  네모나다 고맙다 멋지다 수많다 굳다 비싸다 알차다 뜨다 흥겹다 아름답다 빠르다 재미있다 싸다 무지하다 젊다 가파르다 밝다 재다 세다 적다 붉다 어렵다 즐겁다 못나다 멀다 인상깊다 덥다 엄청나다,2
동래할매파전,우연찮다 찐하다  아깝다 만다 얇다 겉다 깊다 과하다 드물다 배부르다 단촐하다 달큰하다 귀찮다 오래다 쎄다 힘차다 가깝다 좁다 곱다 바쁘다 반갑다 손쉽다 싫다 나쁘다 족하다 아프다 색다르다 이쁘다 파라다 안녕하다 빨갛다 야무지다 무섭다 낫다 슴슴하다 유례없다  속상하다 힘드다 어떻다 강하다 고맙다 알맞다 멋지다 비싸다 알차다 부럽다 기름지다 두껍다 빠르다 재미있다 싸다 슬프다 부드러우다 젊다 밝다 세다 아쉬우다 적다 차지다 맛나다 검다 맛없다 맵다 새롭다 똑같다 진하다 어렵다 저렇다 멀다 뜨겁다 흐리다 부드럽다 덥다 엄청나다,1
